,0,1
0,Yards,[ 0.02423886]
1,QB Sacks,[ 0.02691787]
2,QB Years,[ 0.00212348]
3,QB Height,[ 0.03459025]
4,QB Weight,[-0.00574261]
5,QB Fumbles,[-0.16251404]
6,QB Rush Att,[-0.02199319]
7,QB Passer Rating,[ 0.01058561]
8,Receiver Years,[ 0.0022603]
9,Receiver Height,[-0.02734831]
10,Receiver Weight,[ 0.00140338]
11,TE,[-0.30206426]
12,WR,[-0.59659948]
13,Down 1,[ 0.14301981]
14,Down 2,[ 0.15390342]
15,Down 3,[-0.03406863]
