,0,1
123,158,[ 0.36]
124,159,[ 0.2]
125,160,[ 0.]
126,161,[ 0.]
127,162,[ 0.]
128,163,[ 0.]
129,164,[ 0.61]
130,184,[ 0.]
131,186,[ 0.]
132,187,[-0.08]
133,188,[ 0.55]
134,189,[ 0.]
135,190,[-0.28]
136,191,[-0.12]
137,192,[-0.68]
138,209,[ 0.]
139,210,[ 0.56]
140,211,[ 0.]
141,212,[ 0.]
142,213,[ 0.18]
143,215,[-0.2]
144,216,[ 0.27]
145,217,[-0.44]
146,218,[ 0.25]
147,237,[ 0.39]
148,238,[ 0.42]
149,239,[ 0.]
150,240,[-0.58]
151,241,[ 0.35]
152,242,[-0.46]
153,243,[-0.11]
154,264,[ 0.]
155,265,[ 0.]
156,266,[-0.32]
157,267,[ 0.]
158,268,[ 0.]
159,269,[-0.02]
160,289,[-0.57]
161,291,[-0.49]
162,292,[ 0.]
163,293,[-0.24]
164,294,[-0.43]
165,295,[ 0.]
166,296,[ 0.22]
167,314,[ 0.05]
168,315,[ 0.17]
169,316,[ 0.16]
170,317,[ 0.2]
171,318,[ 0.]
172,323,[-1.06]
173,324,[ 0.03]
174,340,[ 0.46]
175,341,[ 0.06]
176,342,[ 0.06]
177,343,[-0.81]
178,344,[-0.01]
179,345,[ 0.05]
180,346,[ 0.]
181,348,[ 0.11]
182,349,[-0.17]
183,372,[ 0.73]
184,373,[ 0.31]
185,374,[-0.12]
186,375,[ 0.04]
187,376,[-0.2]
188,377,[ 0.04]
189,378,[-0.19]
190,379,[ 0.]
191,380,[-0.46]
192,400,[ 0.]
193,401,[ 0.]
194,402,[ 0.]
195,403,[ 0.4]
196,405,[ 0.22]
197,423,[-0.09]
198,424,[-0.64]
199,425,[-0.04]
200,426,[ 0.59]
201,427,[ 0.32]
202,428,[-0.03]
203,429,[ 0.32]
204,430,[ 0.88]
205,431,[-0.09]
206,434,[-0.47]
207,451,[-0.08]
208,452,[ 0.07]
209,453,[ 0.23]
210,455,[ 0.13]
211,456,[-0.21]
212,457,[ 0.04]
213,458,[ 0.]
214,477,[ 0.68]
215,478,[ 0.]
216,479,[ 0.28]
217,480,[ 0.59]
218,481,[-0.73]
219,482,[-0.22]
220,483,[ 0.12]
221,502,[-0.38]
222,503,[ 0.]
223,504,[ 0.]
224,505,[ 0.17]
225,506,[ 0.16]
226,507,[ 0.]
227,508,[ 0.34]
228,530,[ 0.]
229,531,[ 0.]
230,532,[-0.05]
231,533,[-0.08]
232,534,[ 0.46]
233,535,[ 0.16]
234,536,[-0.12]
235,556,[ 0.]
236,557,[-0.07]
237,558,[-0.28]
238,560,[ 0.25]
239,561,[ 0.]
240,562,[ 0.]
241,563,[ 0.]
242,564,[ 0.]
243,567,[ 0.18]
244,585,[ 0.]
245,586,[ 0.]
246,587,[ 0.22]
247,588,[-0.14]
248,589,[ 0.]
249,590,[ 0.]
250,592,[-0.25]
251,593,[ 0.19]
252,594,[ 0.]
253,597,[ 1.16]
254,611,[-0.17]
255,612,[ 0.]
256,613,[-0.13]
257,614,[ 0.08]
258,615,[-0.05]
259,616,[ 0.11]
260,617,[ 0.]
261,621,[ 0.]
262,640,[ 0.]
263,641,[ 0.03]
264,642,[ 0.]
265,643,[ 0.43]
266,644,[-0.34]
267,645,[-0.15]
268,646,[ 0.]
269,667,[-0.32]
270,668,[ 0.]
271,669,[ 0.]
272,671,[ 0.35]
273,672,[ 0.24]
274,673,[-0.01]
275,674,[-0.32]
276,675,[ 0.]
277,698,[ 0.]
278,700,[ 0.11]
279,701,[ 0.04]
280,702,[ 0.]
281,703,[ 0.23]
282,704,[-0.67]
283,705,[ 0.08]
284,723,[-0.02]
285,724,[ 0.]
286,725,[ 0.]
287,726,[-0.31]
288,728,[ 0.36]
289,729,[ 0.2]
290,731,[ 0.2]
291,751,[ 0.]
292,752,[-1.63]
293,753,[ 0.14]
294,754,[ 0.14]
295,755,[ 0.]
296,756,[ 0.25]
297,757,[-0.41]
298,761,[ 0.]
299,779,[-0.34]
300,780,[ 0.]
301,781,[ 0.28]
302,782,[ 0.41]
303,783,[ 0.37]
304,785,[ 0.]
305,786,[-0.2]
306,787,[-0.19]
307,788,[ 0.2]
308,808,[ 0.04]
309,809,[ 0.]
310,810,[-0.89]
311,811,[ 0.1]
312,812,[ 0.]
313,813,[ 0.]
314,814,[ 0.]
315,815,[-0.26]
316,816,[ 0.15]
317,834,[ 0.26]
318,835,[ 0.]
319,836,[ 0.5]
320,837,[-0.27]
321,838,[ 0.]
322,839,[-0.36]
323,840,[ 0.]
324,841,[-0.2]
325,842,[ 0.]
326,863,[ 0.]
327,867,[ 0.65]
328,876,[-1.11]
329,880,[ 0.01]
330,882,[ 0.]
331,886,[ 0.28]
332,887,[ 0.]
333,902,[-0.17]
334,903,[ 0.12]
335,904,[ 0.56]
336,907,[ 0.]
337,908,[-0.36]
338,911,[ 0.]
339,920,[ 0.]
340,926,[ 0.19]
341,927,[-0.81]
342,930,[ 0.07]
343,931,[ 0.]
344,932,[ 0.]
345,939,[ 0.]
346,951,[-0.15]
347,952,[-0.8]
348,957,[ 0.]
349,960,[-1.33]
350,966,[-0.28]
351,968,[ 0.]
352,969,[-0.04]
353,970,[ 0.]
354,972,[-0.4]
355,979,[ 0.]
356,981,[-0.1]
357,986,[ 0.8]
358,987,[ 0.]
359,994,[-0.04]
360,995,[ 0.]
361,1003,[ 0.]
362,1012,[-0.12]
363,1016,[-0.41]
364,1021,[ 0.36]
365,1022,[ 0.69]
366,1028,[ 0.]
367,1029,[-0.86]
368,1030,[-0.83]
369,1031,[ 0.]
370,1038,[-0.17]
371,1039,[ 0.]
372,1042,[ 0.07]
373,1045,[ 0.]
374,1046,[ 0.45]
375,1048,[ 0.16]
376,1049,[ 0.84]
377,1051,[ 0.2]
378,1053,[ 0.15]
379,1055,[ 0.]
380,1058,[ 0.]
381,1059,[ 0.]
382,1067,[ 0.]
383,1071,[-0.42]
384,1073,[ 0.]
385,1074,[ 0.99]
386,1078,[ 0.]
387,1080,[ 0.]
388,1087,[ 0.]
389,1093,[ 0.]
390,1098,[-0.01]
391,1101,[ 0.]
392,1102,[ 0.11]
393,1106,[ 0.]
394,1111,[-0.01]
395,1112,[ 0.]
396,1116,[ 0.]
397,1117,[-0.33]
398,1121,[-0.3]
399,1133,[ 0.32]
400,1137,[-0.4]
401,1146,[-0.51]
402,1150,[ 0.51]
403,1157,[ 0.]
404,1158,[ 0.]
405,1159,[ 0.]
406,1165,[-0.25]
407,1175,[ 0.16]
408,1178,[ 0.06]
409,1181,[ 0.]
410,1182,[-0.54]
411,1184,[ 0.]
412,1191,[-0.68]
413,1193,[ 0.]
414,1201,[ 0.]
415,1208,[ 0.]
416,1212,[-0.13]
417,1215,[ 0.]
418,1219,[ 0.06]
419,1220,[ 0.]
420,1225,[-0.75]
421,1228,[ 0.]
422,1229,[-0.44]
423,1231,[ 0.27]
424,1240,[ 0.02]
425,1242,[-0.12]
426,1256,[-0.21]
427,1257,[ 0.98]
428,1260,[ 0.]
429,1262,[ 0.]
430,1263,[ 0.]
431,1267,[ 0.3]
432,1275,[-1.22]
433,1276,[ 0.33]
434,1279,[ 0.]
435,1283,[ 0.]
436,1291,[ 0.]
437,1297,[-0.03]
438,1299,[ 0.65]
439,1302,[-0.54]
440,1303,[ 0.]
441,1306,[ 0.]
442,1310,[ 0.]
443,1315,[-0.67]
444,1321,[ 0.]
445,1326,[ 0.]
446,1331,[ 0.04]
447,1333,[ 0.]
448,1334,[-1.04]
449,1338,[-0.11]
450,1343,[-0.44]
451,1350,[ 0.]
452,1356,[ 0.]
453,1359,[ 0.]
454,1360,[ 0.]
455,1364,[ 0.]
456,1370,[-0.44]
457,1371,[ 0.23]
458,1375,[ 0.]
459,1376,[ 0.]
460,1381,[ 0.52]
461,1385,[ 0.]
462,1391,[ 0.5]
463,1397,[-0.]
464,1398,[ 0.]
465,1400,[ 0.]
466,1402,[ 0.]
467,1403,[ 0.]
468,1404,[ 0.]
469,1408,[ 0.]
470,1417,[-0.31]
471,1423,[ 0.]
472,1424,[ 0.]
473,1428,[-0.11]
474,1433,[ 0.]
475,1438,[ 0.]
476,1443,[ 0.]
477,1447,[ 0.]
478,1456,[ 0.]
479,1460,[ 0.]
480,1461,[ 0.12]
481,1462,[ 0.]
482,1463,[ 0.]
483,1464,[ 0.]
484,1471,[-0.17]
485,1478,[ 0.]
486,1481,[ 0.]
487,1482,[ 0.]
488,1488,[ 0.]
489,1496,[ 0.]
490,1500,[ 0.]
491,1521,[ 0.]
492,1522,[ 0.]
493,1523,[-1.22]
494,1524,[-1.2]
495,1532,[ 0.]
496,1535,[ 0.]
497,1536,[ 0.]
498,1545,[ 0.]
499,1565,[-0.32]
500,1571,[ 0.]
501,Down 1,[ 0.35]
502,Down 2,[ 0.36]
503,Down 3,[ 0.17]
504,ARI,[-0.06]
505,ATL,[ 0.2]
506,BAL,[ 0.]
507,BUF,[ 0.]
508,CAR,[ 0.]
509,CHI,[ 0.09]
510,CIN,[ 0.]
511,CLE,[ 0.04]
512,DAL,[ 0.15]
513,DEN,[-0.03]
514,DET,[ 0.]
515,GB,[ 0.]
516,HOU,[-0.03]
517,IND,[-0.03]
518,JAC,[-0.01]
519,KC,[ 0.]
520,MIA,[ 0.]
521,MIN,[ 0.14]
522,NE,[-0.37]
523,NO,[ 0.08]
524,NYG,[ 0.]
525,NYJ,[ 0.]
526,OAK,[ 0.]
527,PHI,[ 0.03]
528,SD,[ 0.]
529,SEA,[ 0.]
530,SF,[ 0.]
531,STL,[ 0.]
532,TB,[-0.05]
533,TEN,[ 0.]
534,WAS,[ 0.]
